Unique ID;Player;Nation;2nd Nat;Club;Division;Position;Age;Height;Left Foot;Right Foot;CA;PA;Transfer Value;Wage;Expires;Appearances;Minutes;Goals;Goals From Outside The Box;xG;NP-xG;xG-OP;xG/shot;Shots;Shots From Outside The Box Per 90 minutes;Shots on Target;Penalties Taken;Penalties Scored;Free Kick Shots;Assists;xA;Chances Created per 90;Clear Cut Chances Created;Key Passes;Open Play Key Passes per 90;Crosses Attempted;Crosses Completed;Open Play Crosses Attempted;Open Play Crosses Completed;Passes Attempted;Passes Completed;PsP;Dribbles;Distance;Sprints/90;Possession Lost per 90;Tackles Attempted;Tackled Completed;Key Tackles;Interceptions;Possession Won per 90;Pres A;Pres C;Blk;Shts Blckd;Clearances;Headers Attempted;Headers Won;Headers Lost per 90;Key Headers per 90;Clean Sheets;Goals Conceded;Saves per 90;Save Percentage;Expected Save Percentage;xGP;Saves Held;Saves Parried;Saves Tipped;Penalties Faced;Penalties Saved;Fouls Made;Fouls Against;Yellow Cards;Red cards;Off;Mistakes Leading to Goals;Rating;Player of the Match;Games Won;Games Drawn;Games Lost;Team Goals
2002349334;Edmond Ymeri;Albania;Italy;Monza;Serie A;M/AM (L);16;175 cm;Reasonable;Very Strong;60;106;€220K - €1.5M;€260 p/w;30/6/2033;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002310369;Giacomo Mauro;Italy;;Monza;Serie A;M/AM (L);17;182 cm;Very Strong;Weak;73;77;€180K - €400K;€1.2K p/w;30/6/2031;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002349344;Marco Coppola;Italy;;Monza;Serie A;M/AM (L);16;177 cm;Very Strong;Reasonable;61;106;€180K - €1.3M;€260 p/w;30/6/2033;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002267239;Andrea De Bianchi;Italy;;Monza;Serie A;M (R), AM (RL);18;183 cm;Reasonable;Very Strong;104;118;€4.9M - €6M;€220 p/w;30/6/2031;0 (8);213;0;0;0.26;0.26;-0.26;0.0866666666666667;3;0.4;2;0;0;0;0;0.24;0.4;1;5;2.1;6;1;6;1;120;104;10;14;34.0km;33.8;16.1;14;11;0;6;7.2;32;9;3;2;5;7;1;2.5;0.0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1;0;6.60;0;4;1;3;1
2002267250;Giuseppe Latini;Italy;;Monza;Serie A;M/AM (L);18;185 cm;Very Strong;Strong;104;104;€1M - €7M;€1.3K p/w;30/6/2031;1 (6);136;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.13;0.0;0;2;1.3;14;3;14;3;82;70;8;10;22.4km;30.4;18.5;1;0;0;6;6.6;18;3;0;0;0;3;2;0.7;0.0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;1;1;0;6.55;0;3;1;3;3
2002188327;Paolo Moccia;Italy;;Monza;Serie A;M/AM (L), ST (C);19;173 cm;Reasonable;Very Strong;100;113;€1.9M - €5M;€4.1K p/w;30/6/2034;2 (13);413;1;0;0.19;0.19;0.81;0.0633333333333333;3;0.4;1;0;0;0;3;1.34;0.9;4;10;1.7;31;10;21;8;273;235;26;37;66.1km;26.8;17.4;14;11;0;9;5.7;55;12;0;0;0;8;2;1.3;0.0;0;0;0;0;0;0;0;0;0;0;0;9;14;0;0;3;0;6.89;1;5;3;7;5
2002349341;Moreno Di Matteo;Italy;;Monza;Serie A;M/AM (LC);17;179 cm;Very Strong;Reasonable;80;86;€750K - €1.3M;€260 p/w;30/6/2033;3 (25);0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002310370;Davide Branca;Italy;;Monza;Serie A;M/AM (RL);18;187 cm;Reasonable;Very Strong;87;116;€900K - €4.7M;€220 p/w;30/6/2031;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002188333;Alessio Giordano;Italy;Italy;Monza;Serie A;M (RL), AM (L);19;181 cm;Very Strong;Fairly Strong;100;100;€3.5M - €5.8M;€3.3K p/w;30/6/2034;8 (7);581;0;0;0.85;0.85;-0.85;0.10625;8;0.2;4;0;0;0;1;2.49;0.9;6;11;1.7;28;9;28;9;372;331;47;23;89.1km;28.2;15.3;21;15;0;15;8.4;68;15;4;2;9;19;4;2.3;0.0;0;0;0;0;0;0;0;0;0;0;0;12;19;1;0;2;0;6.79;1;8;2;5;10
2000462806;Pietro Rota Bulò;Italy;;Monza;Serie A;AM (C), ST (C);22;176 cm;Reasonable;Very Strong;96;96;€650K - €1.6M;€2.9K p/w;30/6/2031;3 (25);811;1;0;2.93;2.93;-1.93;0.172352941176471;17;0.8;8;0;0;0;4;1.23;0.4;4;10;1.1;10;5;10;5;402;349;28;18;114.6km;10.5;9.8;4;4;1;9;2.8;49;7;1;1;2;32;2;3.3;0.0;0;0;0;0;0;0;0;0;0;0;0;9;4;0;0;4;0;6.61;0;11;4;13;14
2002188334;Samuele Lavalle;Italy;;Monza;Serie A;AM (C), ST (C);19;166 cm;Fairly Strong;Very Strong;101;101;€1.3M - €5.6M;€6K p/w;30/6/2033;35 (2);2580;6;0;5.14;5.14;0.86;0.0988461538461538;52;1.1;15;0;0;3;0;3.74;0.4;11;42;1.1;79;14;23;4;1177;1051;96;47;341.3km;11.1;8.5;23;14;0;20;2.4;125;33;2;2;8;63;6;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;23;34;2;0;16;0;6.59;1;17;5;15;43
2000488659;Rosindo Zanni;Italy;;Monza;Serie A;AM (C), ST (C);21;188 cm;Reasonable;Very Strong;116;116;€6.4M - €7.2M;€11K p/w;30/6/2034;36;2727;16;1;13;13;3;0.216666666666667;60;0.3;40;0;0;0;4;3.51;0.4;12;36;1.2;4;3;4;3;743;633;48;29;328.8km;4.8;5.9;15;10;0;29;2.8;101;18;2;2;6;202;106;3.2;0.1;0;0;0;0;0;0;0;0;0;0;0;17;23;0;0;12;0;6.91;1;17;4;15;43
2002267245;Giuseppe Lopez;Italy;;Monza;Serie A;AM (RC), ST (C);18;178 cm;Very Strong;Reasonable;89;89;€950K - €1.6M;€320 p/w;30/6/2031;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002310365;Daniele Petti;Italy;Kosovo;Monza;Serie A;AM (C), ST (C);18;178 cm;Very Strong;Reasonable;65;79;€220K - €425K;€220 p/w;30/6/2032;29 (10);0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002267240;Maurizio Condomitti;Italy;;Monza;Serie A;AM (R), ST (C);19;182 cm;Reasonable;Very Strong;115;130;€11.5M - €17M;€5.5K p/w;30/6/2033;3 (15);669;3;0;4.37;4.37;-1.37;0.273125;16;0.4;7;0;0;2;1;0.43;0.1;1;8;1.1;9;2;1;1;186;159;8;2;86.6km;8.3;5.7;5;4;0;8;2.8;13;5;1;1;2;40;13;3.6;0.0;0;0;0;0;0;0;0;0;0;0;0;9;8;1;0;8;0;6.68;0;5;3;10;13
2002267246;Kujtim Shala;Albania;Italy;Monza;Serie A;AM (C), ST (C);19;171 cm;Very Strong;Reasonable;81;94;€12K - €375K;€260 p/w;30/6/2031;1;90;0;0;0.02;0.02;-0.02;0.02;1;1.0;0;0;0;0;1;0.13;1.0;1;2;2.0;3;1;3;1;41;37;0;2;11.4km;6.0;8.0;0;0;0;1;2.0;3;2;0;0;0;7;3;4.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;6.70;0;0;0;1;1
2002310363;Damián Canale;Argentina;Italy;Monza;Serie A;AM (RLC), ST (C);17;170 cm;Reasonable;Very Strong;75;75;€28K - €275K;€220 p/w;30/6/2032;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2000103339;Jordan Longhi;Italy;;Monza;Serie A;AM (L), ST (C);25;181 cm;Reasonable;Very Strong;114;114;€10M - €11M;€6.5K p/w;30/6/2031;28;2156;4;1;4.5;4.5;-0.5;0.102272727272727;44;0.9;18;0;0;0;5;7.24;0.8;20;43;1.8;84;23;84;23;1387;1224;158;101;319.1km;27.4;14.0;86;57;1;60;7.9;279;66;8;4;21;81;43;1.6;0.1;0;0;0;0;0;0;0;0;0;0;0;48;33;7;0;26;0;6.83;0;11;3;14;38
2002402174;Giuseppe Pappalardo;Italy;;Monza;Serie A;AM (LC), ST (C);16;186 cm;Fairly Strong;Very Strong;50;120;€230K - €1.2M;€260 p/w;30/6/2034;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002402188;Luca Panepinto;Italy;;Monza;Serie A;AM (RLC), ST (C);16;172 cm;Strong;Very Strong;69;85;€130K - €1.3M;€260 p/w;30/6/2034;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002310359;Mauro Campagnari;Italy;;Monza;Serie A;ST (C);18;180 cm;Reasonable;Very Strong;104;144;€190K - €800K;€3.2K p/w;30/6/2033;0 (7);114;0;0;0.19;0.19;-0.19;0.095;2;0.8;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;23;18;0;2;15.2km;11.1;5.5;2;2;1;1;0.8;2;1;0;0;2;6;1;3.9;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.58;0;6;0;1;2
2002349345;Mattia Gallo;Italy;;Monza;Serie A;ST (C);17;178 cm;Very Strong;Reasonable;75;90;€650K - €1.1M;€260 p/w;30/6/2033;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002402181;Michael Viti;Italy;;Monza;Serie A;ST (C);16;177 cm;Weak;Very Strong;55;111;€700K - €1.2M;€260 p/w;30/6/2034;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
